id,role,status,source_domain,empty_hint,sentence,spans_json,comment
507-s0004,train300,todo,应届生招聘,,3）懂基本电脑操作，善于表达，能有效、耐心的与客户沟通。,,
115-s0005,train300,todo,应届生招聘,,特别在品质工作不饱和情况下，服从上级主管新工作的安排，并认真执行。,,
1171-s0003,train300,todo,人工智能招聘,,4、搭建及维护算法服务，相关工具及软件的安装维护岗位要求：1、熟悉大数据分析、机器学习、数据挖掘等相关技术；,,
1256-s0008,train300,todo,人工智能招聘,, 2、熟练掌握数据库Oracle、Sybase、SQLServer、Mysql中至少一种，能够熟练进行编程，拥有优秀的数据库设计能力；,,
1586-s0004,train300,todo,人工智能招聘,,5.协助产品经理、运营经理，推进数据标签知识图谱建设，挖掘标签最大价值；,,
1069-s0008,train300,todo,人工智能招聘,, 5、有良好的客户服务观念，工作责任心强，注重团队合作；,,
1350-s0001,train300,todo,人工智能招聘,, 2、根据市场动态、客户需求等，制定调整产品运营策略，通过用户反馈和数据挖掘，优化运营效率；,,
1551-s0005,train300,todo,人工智能招聘,,6、有高并发系统、推荐和检索相关项目经验者优先；,,
129-s0005,train300,todo,应届生招聘,,5. 多元化培训课程：带薪岗前培训，在职个人提升计划;,,
1513-s0076,train300,todo,人工智能招聘,,lt;,,
1126-s0005,train300,todo,人工智能招聘,,有独立的DSP平台开发和负责经验；,,
1519-s0001,train300,todo,人工智能招聘,,作为第一家基于Docker的云平台公司，云雀科技致力于提供简单快捷的云平台和服务，帮助客户提高开发部署效率，降低客户IT成本，并使客户可以专注于核心业务。,,
1539-s0004,train300,todo,人工智能招聘,,4、负责新成员技术指导和新技术应用指导；,,
1095-s0001,train300,todo,人工智能招聘,,一端聚集工程师等产业人群，推动学习成长与技术交流。,,
628-s0002,train300,todo,应届生招聘,,3.试验后原始数据记录，试验报告做成；,,
514-s0005,train300,todo,应届生招聘,," * 完善的培训,帮助更快提升。",,
1517-s0008,train300,todo,人工智能招聘,,就像那句话说的，生活不止眼前的苟且，还有诗和远方的田野。,,
