id,domain,review_bucket,status,codex,doubao,kimi,sentence
1980-s0002,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '3.\xa0负责日常信息化系统的基础培训工作；"
1980-s0003,阿里云公开数据集,three_agree,agree_empty,[],[],[],"', '4.\xa0协助上级开展信息化项目的推广应用；"
1981-s0006,事业单位招聘,three_agree,agree_empty,[],[],[],（一）群文辅导员1（A08岗位）专业展示由考生根据专业及个人特长方向选择现场创作一幅书画作品（所需笔、纸、画架等材料均由考生自备），限时30分钟；
1981-s0008,事业单位招聘,three_agree,agree_empty,[],[],[],专业考查由考生根据专业及个人特长方向选择对评委提供的书画作品或摄影作品进行现场点评，限时8分钟。
1981-s0009,事业单位招聘,three_agree,agree_empty,[],[],[],（二）群文辅导员2（A09岗位）专业展示由考生根据专业及个人特长方向自选一支舞蹈或一首声乐作品（无伴奏）展示；
1981-s0010,事业单位招聘,three_agree,agree_empty,[],[],[],专业考查由考生选择器乐、歌舞、时装、戏曲等专业展示以外的项目进行展示，限时5分钟，道具除钢琴外自备。
1981-s0015,事业单位招聘,three_agree,agree_empty,[],[],[],四、纪律与监督公开招聘工作接受纪检部门现场监督，如发现违纪违规行为，按有关规定严肃处理。
1981-s0016,事业单位招聘,three_agree,agree_empty,[],[],[],五、咨询、监督电话咨询电话：0515-89607588，0515-86888916。
1981-s0017,事业单位招聘,three_agree,agree_empty,[],[],[],监督电话：0515-68020013。
1981-s0018,事业单位招聘,three_agree,agree_empty,[],[],[],响水县人力资源和社会保障局响水县文化广电和旅游局响水县智胜人力资源有限公司2023年8月17日
1982-s0000,事业单位招聘,three_agree,agree_empty,[],[],[],南京市人力资源和社会保障咨询服务中心电话咨询员招聘简章因工作需要，按照“公开、平等、竞争、择优”的原则，南京市人力资源和社会保障咨询服务中心面向社会公开招聘电话咨询员（劳务派遣）。
1982-s0001,事业单位招聘,three_agree,agree_empty,[],[],[],现将有关事项公告如下：一、单位性质南京市人力资源和社会保障咨询服务中心是南京市人力资源和社会保障局直属全额拨款事业单位，7×24小时面向社会提供人力资源和社会保障政策咨询服务等工作。
1982-s0002,事业单位招聘,three_agree,agree_empty,[],[],[],二、招聘岗位南京市人力资源和社会保障咨询服务中心12333电话咨询员 7 名。
1982-s0004,事业单位招聘,three_agree,agree_spans,大专及以上学历/K,大专及以上学历/K,大专及以上学历/K,2．大专及以上学历，专业不限。
1982-s0009,事业单位招聘,three_agree,agree_empty,[],[],[],四、薪酬待遇薪资待遇月平均应发4000元左右（含个人缴纳“五险一金”），试用期2个月。
1982-s0010,事业单位招聘,three_agree,agree_empty,[],[],[],保险福利：五险一金；
1982-s0011,事业单位招聘,three_agree,agree_empty,[],[],[],享受年休假待遇；
1982-s0012,事业单位招聘,three_agree,agree_empty,[],[],[],有年终绩效奖；
1982-s0013,事业单位招聘,three_agree,agree_empty,[],[],[],不定期组织团队活动等。
1982-s0014,事业单位招聘,three_agree,agree_empty,[],[],[],五、录用方式应聘人员面试合格后进行体检及政审，体检及政审均合格后，与南京鼓楼人力资源有限公司签订劳动合同，劳务派遣至南京市人力资源和社会保障咨询服务中心工作。
1982-s0015,事业单位招聘,three_agree,agree_empty,[],[],[],六、报名方式现场报名。
1982-s0017,事业单位招聘,three_agree,agree_empty,[],[],[],报名地址：南京市虎踞关8号-9号咨询电话：025-83701368（南京鼓楼人力资源有限公司）报名日期：2023年 7月31日 上午：9:00-11:30下午：13:00-17:00特别提醒：面试时间另行通知。
1982-s0018,事业单位招聘,three_agree,agree_empty,[],[],[],招聘期间应保持通话畅通，联系不上则视为主动放弃应聘资格。
1982-s0019,事业单位招聘,three_agree,agree_empty,[],[],[],南京市人力资源和社会保障咨询服务中心2023年7月28日
1983-s0002,事业单位招聘,three_agree,agree_empty,[],[],[],达到学校“优青”业绩水平。
1983-s0003,事业单位招聘,three_agree,agree_empty,[],[],[],备注与生命科学学院、物理与材料工程学院共用5个招聘计划联系方式联系人朱老师、任老师电话0411-87645529、0411-87509391邮箱None办公地址None
1984-s0002,事业单位招聘,three_agree,agree_empty,[],[],[],二、招聘单位、职位、职数、资格条件及范围儋州市正德学校面向社会公开招聘中学教师11名（具体招聘岗位及数量见附件1）。
1984-s0003,事业单位招聘,three_agree,agree_empty,[],[],[],三、基本条件（一）应聘人员应同时具备的条件：1.具有中华人民共和国国籍；
1984-s0004,事业单位招聘,three_agree,agree_empty,[],[],[],2.坚持四项基本原则，热爱教育事业，品行端正，遵纪守法，为人师表，无违纪违法行为；
1984-s0005,事业单位招聘,three_agree,agree_empty,[],[],[],3.身体健康，能胜任教育教学工作；
1984-s0006,事业单位招聘,three_agree,agree_empty,[],[],[],4.年龄限在35周岁以下（1987年7月21日以后出生）。
1984-s0007,事业单位招聘,three_agree,agree_empty,[],[],[],（二）有下列情况之一者，不得报名应聘：1.尚未解除党纪、政纪处分或正在接受纪律审查的；
1984-s0008,事业单位招聘,three_agree,agree_empty,[],[],[],2.刑事处罚期限未满或涉嫌违法犯罪正在接受调查的；
1984-s0009,事业单位招聘,three_agree,agree_empty,[],[],[],3.在公务员招录、事业单位公开招聘中违纪违规且处理期限未满的；
1984-s0010,事业单位招聘,three_agree,agree_empty,[],[],[],4.公务员或事业单位工作人员处于试用期或未满最低服务年限的；
1984-s0011,事业单位招聘,three_agree,agree_empty,[],[],[],5.失信被惩戒对象；
1984-s0012,事业单位招聘,three_agree,agree_empty,[],[],[],6.我市在编教师；
1984-s0013,事业单位招聘,three_agree,agree_empty,[],[],[],7.委培、定向及在编在岗人员，须征得所在单位和当地教育行政部门同意；
1984-s0014,事业单位招聘,three_agree,agree_empty,[],[],[],8.法律、法规规定的其他不得报考的情形。
1984-s0015,事业单位招聘,three_agree,agree_empty,[],[],[],四、资格条件具体岗位要求详见附件1。
1984-s0016,事业单位招聘,three_agree,agree_empty,[],[],[],"五、招聘程序（一）发布招聘公告通过儋州市人民政府网向社会发布招聘公告,公告时间为7 天，2023年7月22日-7月28日。"
1984-s0017,事业单位招聘,three_agree,agree_empty,[],[],[],本次招聘工作后续相关公告将在儋州市人民政府网发布，考生应及时关注。
1984-s0018,事业单位招聘,three_agree,agree_empty,[],[],[],（二）报名及资格审查1.本次考试报名采取网上报名方式进行，不收取报名费。
1984-s0019,事业单位招聘,three_agree,agree_empty,[],[],[],（1）网上报名时间：2023年7月29日9:00至8月4日12:00（节假日正常报名）。
1984-s0021,事业单位招聘,three_agree,agree_empty,[],[],[],EXAMID=5181进行报名，逾期不予受理。
1984-s0022,事业单位招聘,three_agree,agree_empty,[],[],[],（2）2023年8月4日12时后不再接受新用户报名。
1984-s0023,事业单位招聘,three_agree,agree_empty,[],[],[],报考人员提交报名材料后，须在2023年8月4日12时前及时登录报名系统，查询资格审查结果，资格审核通过的，不得修改报考信息，资格审核未通过的应于2023年8月4日17时前补充材料重新提交，如资格审核仍未通过的，不能参加考试。
1984-s0024,事业单位招聘,three_agree,agree_empty,[],[],[],系统将于2023年8月4日17时准时关闭。
1984-s0025,事业单位招聘,three_agree,agree_empty,[],[],[],（3）报名时，报考人员应提交如下材料（网上报名提交电子材料需以jpg图片格式上传，图片大小不超过2MB）：① 《儋州市正德学校2023年公开招聘教师报名登记表》(详见附件2，贴照片并在报考人承诺书栏手写签名加按手印)。
1984-s0026,事业单位招聘,three_agree,agree_empty,[],[],[],② 有效期内身份证正反面。
1984-s0027,事业单位招聘,three_agree,agree_empty,[],[],[],③ 学历证书，应届毕业生可提供《承诺书》（附件3）进行报名。
1984-s0029,事业单位招聘,three_agree,agree_empty,[],[],[],⑤ 委培、定向及在编在岗人员，须上传所在单位和当地教育行政部门出具的同意报考证明（附件4）。
1984-s0030,事业单位招聘,three_agree,agree_empty,[],[],[],⑥ 本人近期正面免冠彩色证件照片（1寸）。
1984-s0032,事业单位招聘,three_agree,agree_empty,[],[],[],2.每位应聘人员只能填报一个岗位，多报无效，应聘人员要对填报信息的真实性负责，凡发现信息不真实的，取消其考试资格。
1984-s0033,事业单位招聘,three_agree,agree_empty,[],[],[],资格审查只是对应聘人员网上提供材料的初步审查，应聘人员请在报名结束后，在报名系统查询是否通过资格审查。
1984-s0034,事业单位招聘,three_agree,agree_empty,[],[],[],资格审核通过的，不得改报或再报其他职位。
1984-s0035,事业单位招聘,three_agree,agree_empty,[],[],[],资格初审不合格者，不能参加考试。
1984-s0036,事业单位招聘,three_agree,agree_empty,[],[],[],3.按招聘岗位数与应聘该岗位经初审符合条件人数的比例原则上不低于1:3方可进行笔试，未达到1:3比例的，相应核减该学科的招聘岗位数。
1984-s0040,事业单位招聘,three_agree,agree_empty,[],[],[],笔试形式为闭卷考试。
1984-s0041,事业单位招聘,three_agree,agree_empty,[],[],[],（1）公布笔试成绩。
1984-s0042,事业单位招聘,three_agree,agree_empty,[],[],[],笔试成绩在儋州市人民政府网公布。
1984-s0046,事业单位招聘,three_agree,agree_empty,[],[],[],达不到规定比例的，按实际达到笔试合格分数线的应聘人员确定。
1984-s0049,事业单位招聘,three_agree,agree_empty,[],[],[],考生按要求提供有关材料原件及复印件，工作人员现场进行审核。
1984-s0053,事业单位招聘,three_agree,agree_empty,[],[],[],考试成绩在儋州市人民政府网公布。
1984-s0054,事业单位招聘,three_agree,agree_empty,[],[],[],（四）考核与体检根据各岗位招聘数，按照考试的综合成绩从高分到低分的顺序以1:1比例确定考核体检对象（如报考同一岗位的有2名以上考生出现考试综合成绩相同时，其名次排列按以下办法确定：综合成绩相同的，按笔试成绩高低顺序排列；
1984-s0055,事业单位招聘,three_agree,agree_empty,[],[],[],如笔试成绩再出现相同的，须进行加试，按加试成绩高低顺序排列），考核包括资格复审、政审和考察，同时考核对象需提供以下材料：1.《儋州市正德学校2023年公开招聘教师报名登记表》一式两份(贴照片并在报考人承诺书栏手写签名加按手印)。
1984-s0057,事业单位招聘,three_agree,agree_empty,[],[],[],3.有关部门的思想品德鉴定意见（应届毕业生原则上毕业学校出具、往届毕业生由所在单位或户口所在地居委会（村委会）出具）（附件5）。
1984-s0058,事业单位招聘,three_agree,agree_empty,[],[],[],4.考核对象提交个人档案到儋州市教育事业发展服务中心信息管理科审核。
1984-s0059,事业单位招聘,three_agree,agree_empty,[],[],[],凡有关材料信息不真实或不符合要求的，取消报考人员聘用资格。
1984-s0060,事业单位招聘,three_agree,agree_empty,[],[],[],5.事业编制人员录用体检按照《关于修订&lt;
1984-s0061,事业单位招聘,three_agree,agree_empty,[],[],[],公务员录用体检通用标准（试行）&gt;
1984-s0062,事业单位招聘,three_agree,agree_empty,[],[],[],及&lt;
1984-s0063,事业单位招聘,three_agree,agree_empty,[],[],[],公务员录用体检操作手册（试行）&gt;
1984-s0064,事业单位招聘,three_agree,agree_empty,[],[],[],有关内容的通知》（人社部发〔2016〕140号）、《关于进一步做好公务员考试录用体检工作的通知》（人社部发〔2012〕65号）等规定执行。
1984-s0065,事业单位招聘,three_agree,agree_empty,[],[],[],（五）预录与递补经考核与体检合格后，依据岗位综合成绩从高分至低分依次确定拟聘用人员。
1984-s0067,事业单位招聘,three_agree,agree_empty,[],[],[],（六）公示与聘用将拟聘用人员名单在儋州人民政府网进行公示，接受社会监督，公示期限为7天。
1984-s0068,事业单位招聘,three_agree,agree_empty,[],[],[],公示期间，如有群众反映问题，经查实不宜聘用的，一律不予聘用。
1984-s0069,事业单位招聘,three_agree,agree_empty,[],[],[],公示期间不再进行递补，公示期满，无异议，或有问题反映，但所反映问题经查实不影响聘用的，将拟聘用人员报市人社局核准后按照有关程序办理聘用手续。
1984-s0070,事业单位招聘,three_agree,agree_empty,[],[],[],六、聘用人员待遇及管理（一）聘用人员享受海南省儋州市事业单位工作人员工资福利待遇。
1984-s0071,事业单位招聘,three_agree,agree_empty,[],[],[],（二）试用期满，经考核合格后，予以正式聘用，签订5年服务期聘用合同（含试用期）；
1984-s0072,事业单位招聘,three_agree,agree_empty,[],[],[],经考核不合格的，予以解除聘用合同。
1984-s0073,事业单位招聘,three_agree,agree_empty,[],[],[],被聘用的教师应在我市服务满5年以上（含5年）才能申请流动。
1984-s0074,事业单位招聘,three_agree,agree_empty,[],[],[],七、招聘工作纪律（一）教师招聘工作是一项严肃认真、政策性强的工作。
1984-s0076,事业单位招聘,three_agree,agree_empty,[],[],[],（二）凡发现弄虚作假、伪造、仿造、涂改招聘有关材料者，取消其录用资格。
1984-s0077,事业单位招聘,three_agree,agree_empty,[],[],[],（三）在招聘工作中玩忽职守，造成工作失误，从严查处，决不姑息；
1984-s0078,事业单位招聘,three_agree,agree_empty,[],[],[],对徇私舞弊，构成犯罪的，由有关部门依法依规追究责任。
1984-s0079,事业单位招聘,three_agree,agree_empty,[],[],[],（四）在招聘工作开展过程中，接受社会监督，欢迎群众举报不正之风现象。
1984-s0080,事业单位招聘,three_agree,agree_empty,[],[],[],举报电话:0898-23328166(市教育局信访办)；
1984-s0081,事业单位招聘,three_agree,agree_empty,[],[],[],咨询电话：0898-23334285（市教育局组织人事科）。
1984-s0082,事业单位招聘,three_agree,agree_empty,[],[],[],八、其他（一）本次招聘不委托任何单位举办任何形式的培训班，也不组织编写、出版或指定任何考试用书。
1984-s0083,事业单位招聘,three_agree,agree_empty,[],[],[],（二）本公告由儋州市教师招聘工作领导小组负责解释。
1984-s0084,事业单位招聘,three_agree,agree_empty,[],[],[],（三）联系方式网上报名系统技术咨询电话：（0898）66738761、(0898)66502026(咨询时间：上午9：00—11:30，下午15:00-17:00。
1984-s0085,事业单位招聘,three_agree,agree_empty,[],[],[],注：节假日期间不予咨询，敬请谅解。
1984-s0086,事业单位招聘,three_agree,agree_empty,[],[],[],)监督电话：（0898）23334285附件：1．儋州市正德学校2023年公开招聘教师岗位表2．儋州市正德学校2023年公开招聘教师报名登记表3．承诺书4．同意报考证明5．思想品德鉴定意见儋州市教师招聘工作领导小组2023年7月21日附件列表：附件1：儋州市正德学校2023年公开招聘教师岗位表.doc附件2：儋州市正德学校2023年公开招聘教师报名登记表.doc附件3：承诺书.docx附件4：同意报考证明.docx附件5：思想品德鉴定意见.doc
1985-s0000,事业单位招聘,three_agree,agree_empty,[],[],[],为加强三溪镇应急系统专职安全员队伍建设工作，现面向社会公开招聘三溪镇应急系统专职安全员1名（以下简称安全员）。
1985-s0003,事业单位招聘,three_agree,agree_empty,[],[],[],（三）年龄条件：年龄为18周岁-35周岁(截至发布公告日期)。
1985-s0004,事业单位招聘,three_agree,agree_empty,[],[],[],（四）有下列情形之一者不得报考：1.在读的非应届普通高等院校毕业生，现役军人、机关事业单位见习期未满的在编在职（岗）人员。
1985-s0006,事业单位招聘,three_agree,agree_empty,[],[],[],3.受行政开除处分未满五年或其他行政处分正在处分期内的。
1985-s0007,事业单位招聘,three_agree,agree_empty,[],[],[],4.近两年内在机关、事业单位招录（聘）考试、体检或考察中存在违纪行为的；
1985-s0008,事业单位招聘,three_agree,agree_empty,[],[],[],近两年内在机关、事业单位招录（聘）考试违约的人员。
1985-s0009,事业单位招聘,three_agree,agree_empty,[],[],[],5.被依法列为失信联合惩戒对象的。
1985-s0010,事业单位招聘,three_agree,agree_empty,[],[],[],6.聘用后即构成回避关系的。
1985-s0011,事业单位招聘,three_agree,agree_empty,[],[],[],7.法律、法规和规章规定不宜聘用的其他情形。
1985-s0012,事业单位招聘,three_agree,agree_empty,[],[],[],二、招聘人数三溪镇应急系统专职安全员1名。
1985-s0013,事业单位招聘,three_agree,agree_empty,[],[],[],三、招聘办法本次招聘坚持“公开、平等、竞争、择优”的原则，实行公开招聘，采取现场报名、资格审查、测评、体检、公示、录用等程序进行。
1985-s0014,事业单位招聘,three_agree,agree_empty,[],[],[],(一)报名与资格审查1.报名地点：三溪镇人民政府三楼党建工作办公室。
1985-s0015,事业单位招聘,three_agree,agree_empty,[],[],[],2.报名时间：2023年8月11日至8月17日（工作日），上午8:30-12:00，下午14:30-17:00。
1985-s0016,事业单位招聘,three_agree,agree_empty,[],[],[],3.报名时需提供以下资料：(1)《乐昌市招录专职安全员报名表》（见附件，考生自行下载打印）；
1985-s0017,事业单位招聘,three_agree,agree_empty,[],[],[],(2)本人有效身份证、户口簿、毕业证原件及复印件各一份（原件审核后退回）；
1985-s0018,事业单位招聘,three_agree,agree_empty,[],[],[],(3)派出所开具的无犯罪证明；
1985-s0019,事业单位招聘,three_agree,agree_empty,[],[],[],(4)本人近期小1寸免冠正面彩色相片2张。
1985-s0020,事业单位招聘,three_agree,agree_empty,[],[],[],(二)考试办法经资格审查合格的报考者，统一参加测评。
1985-s0022,事业单位招聘,three_agree,agree_empty,[],[],[],按照综合分数高低依次进入体检，体检标准按照《公务员录用体检通用标准(试行)》，体检医院收取体检费用由进入体检人员自行承担。
1985-s0023,事业单位招聘,three_agree,agree_empty,[],[],[],四、工资待遇和用工管理（一）公开招聘的镇应急系统专职安全员，待遇按我市应急系统专职安全员标准执行，由市财政负责。
1985-s0024,事业单位招聘,three_agree,agree_empty,[],[],[],（二）采取合同制用工方式，招聘人员与镇政府签订劳动合同。
1985-s0025,事业单位招聘,three_agree,agree_empty,[],[],[],五、公示与聘用(一)体检合格的，确定为拟聘用人选，在三溪镇政府一楼公示，公示期间，对拟聘用人选有异议的，可向镇党建办提出。
1985-s0026,事业单位招聘,three_agree,agree_empty,[],[],[],投诉电话：0751-5813163。
1985-s0027,事业单位招聘,three_agree,agree_empty,[],[],[],(二)公示后无异议的，按规定办理录用手续。
1985-s0028,事业单位招聘,three_agree,agree_empty,[],[],[],六、其他事项本公告由三溪镇人民政府负责解释。
1985-s0029,事业单位招聘,three_agree,agree_empty,[],[],[],附件：乐昌市招录专职安全员报名表乐昌市三溪镇人民政府2023年8月10日
1986-s0003,事业单位招聘,three_agree,agree_empty,[],[],[],年龄40周岁以下。
1987-s0000,事业单位招聘,three_agree,agree_empty,[],[],[],南通开放大学始建于1979年，是一所面向全体社会成员，举办中高等职业教育、远程开放教育，社区教育和社会培训，服务全民终身学习的新型高等学校，隶属于南通市人民政府。
1987-s0001,事业单位招聘,three_agree,agree_empty,[],[],[],南通开放大学始建于1979年，是一所面向全体社会成员，举办中高等职业教育、远程开放教育，社区教育和社会培训，服务全民终身学习的新型高等学校，隶属于南通市人民政府。
1987-s0002,事业单位招聘,three_agree,agree_empty,[],[],[],学校座落在江海交汇、人文荟萃的江苏省南通市。
1987-s0003,事业单位招聘,three_agree,agree_empty,[],[],[],学校座落在江海交汇、人文荟萃的江苏省南通市。
1987-s0004,事业单位招聘,three_agree,agree_empty,[],[],[],为更好地选拔优秀适岗人才，充实人才队伍，优化师资结构，南通开放大学现面向社会公开招聘高层次人才8人，根据《江苏省事业单位公开招聘人员办法》（苏办发【2020】9号）精神，现将有关事项公告如下： 一、招聘岗位 招聘岗位及各岗位招聘条件等详见《2023年南通开放大学公开招聘高层次人才岗位表》（附件1，以下简称《岗位表》）。
1987-s0008,事业单位招聘,three_agree,agree_empty,[],[],[], 二、资格条件 （一）具有中华人民共和国国籍，遵守中华人民共和国宪法和法律，拥护中国共产党领导和社会主义制度；
1987-s0009,事业单位招聘,three_agree,agree_empty,[],[],[], 二、资格条件 （一）具有中华人民共和国国籍，遵守中华人民共和国宪法和法律，拥护中国共产党领导和社会主义制度；
1987-s0012,事业单位招聘,three_agree,agree_empty,[],[],[], （三）具有正常履行职责的身体条件和心理素质；
1987-s0013,事业单位招聘,three_agree,agree_empty,[],[],[], （三）具有正常履行职责的身体条件和心理素质；
1987-s0020,事业单位招聘,three_agree,agree_empty,[],[],[], （五）具备《岗位表》（附件1）中岗位要求的资格条件。
1987-s0021,事业单位招聘,three_agree,agree_empty,[],[],[], （五）具备《岗位表》（附件1）中岗位要求的资格条件。
1987-s0022,事业单位招聘,three_agree,agree_empty,[],[],[], （1）资格条件中“专业”的设置目录为《江苏省2023年度考试录用公务员专业参考目录》（附件2）。
1987-s0023,事业单位招聘,three_agree,agree_empty,[],[],[], （1）资格条件中“专业”的设置目录为《江苏省2023年度考试录用公务员专业参考目录》（附件2）。
1987-s0024,事业单位招聘,three_agree,agree_empty,[],[],[],专业条件中还包括部分未列入专业参考目录但确有高等学校开设且南通开放大学需要的专业。
1987-s0025,事业单位招聘,three_agree,agree_empty,[],[],[],专业条件中还包括部分未列入专业参考目录但确有高等学校开设且南通开放大学需要的专业。
1987-s0026,事业单位招聘,three_agree,agree_empty,[],[],[],专业参考目录和招聘条件中都未列出的专业、留学人员的毕业专业，由南通开放大学根据招聘公告中明确的专业条件、应聘人员所学专业课程、研究方向等认定是否符合招聘岗位的专业要求。
1987-s0027,事业单位招聘,three_agree,agree_empty,[],[],[],专业参考目录和招聘条件中都未列出的专业、留学人员的毕业专业，由南通开放大学根据招聘公告中明确的专业条件、应聘人员所学专业课程、研究方向等认定是否符合招聘岗位的专业要求。
1987-s0028,事业单位招聘,three_agree,agree_empty,[],[],[],专业名称已经调整的专业，如调整前或调整后的专业符合招聘岗位的专业要求，毕业院校以书面形式证明调整前后的专业为同一专业或专业课程基本一致，视为符合专业要求。
1987-s0029,事业单位招聘,three_agree,agree_empty,[],[],[],专业名称已经调整的专业，如调整前或调整后的专业符合招聘岗位的专业要求，毕业院校以书面形式证明调整前后的专业为同一专业或专业课程基本一致，视为符合专业要求。
1987-s0034,事业单位招聘,three_agree,agree_empty,[],[],[], （3）“工作经历”是指正式参加工作的经历，不含个人学生时期实习、兼职工作经历。
1987-s0035,事业单位招聘,three_agree,agree_empty,[],[],[], （3）“工作经历”是指正式参加工作的经历，不含个人学生时期实习、兼职工作经历。
1987-s0036,事业单位招聘,three_agree,agree_empty,[],[],[],应聘时须提供相关社保缴纳证明。
1987-s0037,事业单位招聘,three_agree,agree_empty,[],[],[],应聘时须提供相关社保缴纳证明。
1987-s0038,事业单位招聘,three_agree,agree_empty,[],[],[],资格条件中有工作经历要求的，是指截至2023年8月的累计工作经历（按月计算）。
1987-s0039,事业单位招聘,three_agree,agree_empty,[],[],[],资格条件中有工作经历要求的，是指截至2023年8月的累计工作经历（按月计算）。
1987-s0042,事业单位招聘,three_agree,agree_empty,[],[],[], （七）有下列情形之一的，请不要报名应聘： （1）现役军人或国民教育序列普通高校在读非2023届毕业生；
1987-s0043,事业单位招聘,three_agree,agree_empty,[],[],[], （七）有下列情形之一的，请不要报名应聘： （1）现役军人或国民教育序列普通高校在读非2023届毕业生；
1987-s0044,事业单位招聘,three_agree,agree_empty,[],[],[], （2）尚未解除纪律处分或者正在接受纪律审查的人员，刑事处罚期限未满或者涉嫌违法犯罪正在接受调查的人员；
1987-s0045,事业单位招聘,three_agree,agree_empty,[],[],[], （2）尚未解除纪律处分或者正在接受纪律审查的人员，刑事处罚期限未满或者涉嫌违法犯罪正在接受调查的人员；
1987-s0048,事业单位招聘,three_agree,agree_empty,[],[],[], （4）国（境）外留学毕业但截至报名前未取得教育部留学服务中心出具的《国（境）外学历学位认证书》的；
1987-s0049,事业单位招聘,three_agree,agree_empty,[],[],[], （4）国（境）外留学毕业但截至报名前未取得教育部留学服务中心出具的《国（境）外学历学位认证书》的；
1987-s0050,事业单位招聘,three_agree,agree_empty,[],[],[], （5）新《江苏省事业单位公开招聘人员办法》于2020年3月13日起施行，根据其后发布的事业单位公开招聘人员公告，被聘用到江苏省地方各类事业单位，且在2024年2月20日前3年服务期未满的在编（在册）人员；
1987-s0051,事业单位招聘,three_agree,agree_empty,[],[],[], （5）新《江苏省事业单位公开招聘人员办法》于2020年3月13日起施行，根据其后发布的事业单位公开招聘人员公告，被聘用到江苏省地方各类事业单位，且在2024年2月20日前3年服务期未满的在编（在册）人员；
1987-s0052,事业单位招聘,three_agree,agree_empty,[],[],[], （6）2024年2月20日前，5年服务期未满的新录用公务员，或有规定（含协议明确）不得解聘离开现工作单位（岗位）的人员，或国家和省另有规定不得应聘到事业单位有关岗位的人员。
1987-s0053,事业单位招聘,three_agree,agree_empty,[],[],[], （6）2024年2月20日前，5年服务期未满的新录用公务员，或有规定（含协议明确）不得解聘离开现工作单位（岗位）的人员，或国家和省另有规定不得应聘到事业单位有关岗位的人员。
1987-s0054,事业单位招聘,three_agree,agree_empty,[],[],[], （7）依照《事业单位人员管理回避规定》明确应当回避的岗位。
1987-s0056,事业单位招聘,three_agree,agree_empty,[],[],[], 三、报名安排 （一）报名时间、方式 所有岗位自公告发布之日起接受报名，有效期至2023年8月20日。
1987-s0057,事业单位招聘,three_agree,agree_empty,[],[],[], 三、报名安排 （一）报名时间、方式 所有岗位自公告发布之日起接受报名，有效期至2023年8月20日。
1987-s0058,事业单位招聘,three_agree,agree_empty,[],[],[], 报考人员报名后由南通开放大学对应聘人员进行资格初审，初审时间为公告发布之日到报名截止日，初审结果在一周内以电子邮件或电话的方式告知应聘人员，如应聘人员对初审结果有异议，请向南通开放大学陈述申辩，联系方式：0513-83559926。
1987-s0059,事业单位招聘,three_agree,agree_empty,[],[],[], 报考人员报名后由南通开放大学对应聘人员进行资格初审，初审时间为公告发布之日到报名截止日，初审结果在一周内以电子邮件或电话的方式告知应聘人员，如应聘人员对初审结果有异议，请向南通开放大学陈述申辩，联系方式：0513-83559926。
1987-s0060,事业单位招聘,three_agree,agree_empty,[],[],[],陈述申辩时间为开始报名时间至8月21日下午16:00。
1987-s0061,事业单位招聘,three_agree,agree_empty,[],[],[],陈述申辩时间为开始报名时间至8月21日下午16:00。
1987-s0062,事业单位招聘,three_agree,agree_empty,[],[],[], 报名采用邮箱报名方式，应聘人员填写《南通开放大学公开招聘工作人员报名登记表》（附件3），连同以下材料电子版打包发送至邮箱：ntkdrsc@126.com，邮件主题为：岗位代码+姓名+专业，应聘人员每次限报一个岗位。
1987-s0063,事业单位招聘,three_agree,agree_empty,[],[],[], 报名采用邮箱报名方式，应聘人员填写《南通开放大学公开招聘工作人员报名登记表》（附件3），连同以下材料电子版打包发送至邮箱：ntkdrsc@126.com，邮件主题为：岗位代码+姓名+专业，应聘人员每次限报一个岗位。
1987-s0066,事业单位招聘,three_agree,agree_empty,[],[],[], 2.有效期内的二代居民身份证（正反面复印在一张A4纸上）。
1987-s0067,事业单位招聘,three_agree,agree_empty,[],[],[], 2.有效期内的二代居民身份证（正反面复印在一张A4纸上）。
1987-s0070,事业单位招聘,three_agree,agree_empty,[],[],[], （二）报名注意事项 1.本次公开招聘不设开考比例。
1987-s0071,事业单位招聘,three_agree,agree_empty,[],[],[], （二）报名注意事项 1.本次公开招聘不设开考比例。
1987-s0072,事业单位招聘,three_agree,agree_empty,[],[],[],资格初审通过的应聘人员，即进入资格复审。
1987-s0073,事业单位招聘,three_agree,agree_empty,[],[],[],资格初审通过的应聘人员，即进入资格复审。
1988-s0004,事业单位招聘,three_agree,agree_empty,[],[],[],二、招聘名额公开招聘事业单位工作人员143名。
1988-s0005,事业单位招聘,three_agree,agree_empty,[],[],[],二、招聘名额公开招聘事业单位工作人员143名。
1988-s0006,事业单位招聘,three_agree,agree_empty,[],[],[],岗位、人数、条件等详见《涿鹿县2023年事业单位公开招聘工作人员岗位信息表》(附件1)。
1988-s0007,事业单位招聘,three_agree,agree_empty,[],[],[],岗位、人数、条件等详见《涿鹿县2023年事业单位公开招聘工作人员岗位信息表》(附件1)。
1988-s0008,事业单位招聘,three_agree,agree_empty,[],[],[],三、招聘对象和条件（一）应聘人员应具备以下基本条件：1.具有中华人民共和国国籍，遵守宪法和法律。
1988-s0009,事业单位招聘,three_agree,agree_empty,[],[],[],三、招聘对象和条件（一）应聘人员应具备以下基本条件：1.具有中华人民共和国国籍，遵守宪法和法律。
1988-s0010,事业单位招聘,three_agree,agree_empty,[],[],[],2.具有良好的品行和职业道德，无政治历史问题，无违法违纪行为。
1988-s0011,事业单位招聘,three_agree,agree_empty,[],[],[],2.具有良好的品行和职业道德，无政治历史问题，无违法违纪行为。
